etf_ticker,holding_name,weight_pct
TUSB,"General Motors Financial Company Inc. (USD) Callable 4.350% Jan 17 2027",2.6
TUSB,"Capital One Financial Corporation (USD) Variable Rate Callable 5.700% Feb 1 2030",2.6
TUSB,"Plains All American Pipeline Limited Partnership/Plains All American Finance Corporation (USD) Callable 4.500% Dec 15 2026",2.4
TUSB,"Fifth Third Bancorp (USD) Variable Rate Callable 6.339% Jul 27 2029",2.4
TUSB,"Oracle Corporation (USD) Callable 2.800% Apr 1 2027",2.4
TUSB,"ONEOK Inc. (USD) Callable 6.350% Jan 15 2031",2.2
TUSB,"Eastman Chemical Company (USD) Callable 4.500% Dec 1 2028",2.2
TUSB,"EQT Corporation (USD) Callable 4.750% Jan 15 2031",2.2
TUSB,"Wells Fargo & Company (USD) Variable Rate Callable 2.393% Jun 2 2028",2.1
TUSB,"Bank of America Corporation (USD) Variable Rate Callable 1.898% Jul 23 2031",2.1
TUSB,"Citigroup Inc. (USD) Variable Rate Callable 3.980% Mar 20 2030",2.1
TUSB,"Hyundai Capital America (USD) Callable 6.375% Apr 8 2030",2.1
TUSB,"Citigroup Inc. (USD) 4.450% Sep 29 2027",2.1
TUSB,"Truist Financial Corporation (USD) Callable 3.875% Mar 19 2029",2.0
TUSB,"Huntington Bancshares Inc. (USD) Variable Rate Callable 5.272% Jan 15 2031",2.0
TUSB,"EQT Corporation (USD) Callable 7.000% Feb 1 2030",2.0
TUSB,"Cheniere Energy Inc. (USD) Callable 4.625% Oct 15 2028",2.0
TUSB,"Regions Financial Corporation (USD) Callable 1.800% Aug 12 2028",2.0
TUSB,"Air Lease Corporation (USD) Callable 3.250% Oct 1 2029",1.9
TUSB,"Morgan Stanley (USD) Variable Rate Callable 3.622% Apr 1 2031",1.8
TUSB,"General Motors Company (USD) Callable 6.800% Oct 1 2027",1.8
TUSD-U,"Enbridge Inc. (USD) 4.360% Apr 7 2026",6.4
TUSD-U,"Canadian Master Trust (USD) 3.880% Jul 17 2026",5.3
TUSD-U,"JPMorgan Chase & Company (USD) Variable Rate Callable 5.578% Apr 22 2027",4.2
TUSD-U,"Fusion Trust (USD) 3.950% Jun 11 2026",4.2
TUSD-U,"Toyota Motor Credit Corporation (USD) 4.450% May 18 2026",4.1
TUSD-U,"Ridge Trust (USD) 3.910% Aug 4 2026",4.1
TUSD-U,"SOUND Trust (USD) 3.900% Sep 8 2026",4.1
TUSD-U,"Sure Trust (USD) 3.900% Sep 9 2026",4.1
TUSD-U,"The Bank of Nova Scotia (USD) 5.350% Dec 7 2026",4.1
TUSD-U,"The Goldman Sachs Group Inc. (USD) Callable 3.850% Jan 28 2027",3.5
TUSD-U,"Canadian Imperial Bank of Commerce (USD) 1.250% Jun 22 2026",3.0
TUSD-U,"Sure Trust (USD) 3.800% Jun 3 2026",2.9
TUSD-U,"The Toronto-Dominion Bank (USD) 3.264% Dec 11 2026",2.6
TUSD-U,"Storm King Funding (USD) 3.990% Jul 10 2026",2.3
TUSD-U,"General Motors Financial Company Inc. (USD) Callable 2.350% Feb 26 2027",2.3
TUSD-U,"Wells Fargo Bank NA (USD) Callable 5.450% Aug 7 2026",1.8
TUSD-U,"Lakeshore Trust (USD) 4.310% May 4 2026",1.8
TUSD-U,"The Toronto-Dominion Bank (USD) 5.532% Jul 17 2026",1.8
TUSD-U,"General Motors Financial Company Inc. (USD) Callable 4.000% Oct 6 2026",1.7
TUSD-U,"Enbridge Inc. (USD) 4.060% Apr 9 2026",1.7
TUSD-U,"Toyota Motor Credit Corporation (USD) 4.550% Aug 7 2026",1.6
TUSD-U,"SOUND Trust (USD) 3.850% Jun 23 2026",1.6
TUSD-U,"Sumitomo Mitsui Financial Group Inc. (USD) 5.880% Jul 13 2026",1.3
TUSD-U,"Stable Trust (USD) 3.830% May 6 2026",1.3
TUSD-U,"Clarity Trust (USD) 4.640% Apr 14 2026",1.2
TDB,"Government of Canada 3.250% Dec 1 2035",2.1
TDB,"Government of Canada 3.250% Jun 1 2035",1.5
TDB,"Government of Canada 2.750% Mar 1 2031",1.4
TDB,"Government of Canada 1.250% Jun 1 2030",1.3
TDB,"Government of Canada 2.750% Sep 1 2030",1.2
TDB,"Government of Canada 2.750% May 1 2027",1.2
TDB,"Government of Canada 3.500% Dec 1 2057",1.2
TDB,"Government of Canada 2.500% Aug 1 2027",1.2
TDB,"Government of Canada 2.750% Mar 1 2030",1.2
TDB,"Government of Canada 2.500% Nov 1 2027",1.2
TDB,"Government of Canada 3.500% Sep 1 2029",1.1
TDB,"Government of Canada 1.250% Mar 1 2027",1.1
TDB,"Government of Canada 1.500% Jun 1 2031",1.1
TDB,"Government of Canada 0.500% Dec 1 2030",1.1
TDB,"Government of Canada 4.000% Mar 1 2029",1.1
TDB,"Government of Canada 3.250% Dec 1 2034",1.0
TDB,"Government of Canada 3.000% Jun 1 2034",1.0
TDB,"Government of Canada 2.000% Jun 1 2032",1.0
TDB,"Government of Canada 2.000% Dec 1 2051",1.0
TDB,"Government of Canada 1.500% Dec 1 2031",0.9
TDB,"Government of Canada 3.500% Mar 1 2028",0.9
TDB,"Government of Canada 2.750% Dec 1 2055",0.9
TDB,"Government of Canada 3.250% Sep 1 2028",0.9
TDB,"Canada Housing Trust No. 1 1.750% Jun 15 2030",0.8
TDB,"Canada Housing Trust No. 1 4.250% Mar 15 2034",0.8
