Ticker,HoldingName,WeightPct
,"ENBRIDGE INC 5.57% 11/14/2035",0.03
,"WESTCOAST ENERGY INC 7.15% 03/20/2031",0.03
,"NOVERCO INC 3.897% 01/28/2033",0.03
,"HYDRO ONE INC 3.91% 02/23/2046",0.03
,"NOVA SCOTIA POWER INC 5.67% 11/14/2035",0.03
,"TRISUMMIT UTILITIES INC 4.48% 04/24/2032",0.03
,"SASKATCHEWAN PROV CDA 2.2% 06/02/2030",0.03
,"VENTAS CDA FIN LTD 5.398% 04/21/2028",0.03
,"TORONTO DOMINION BANK 4.208%/VAR 06/16/2036",0.03
,"ROYAL BANK OF CANADA 3.985%/VAR 07/22/2031",0.03
,"ALTAGAS LTD 4.672% 01/08/2029",0.03
,"MANITOBA PROVINCE CDA 3.8% 09/05/2053",0.03
,"TRANSCANADA PIPELINES LTD 4.55% 11/15/2041",0.03
,"BROOKFIELD FINANCE II INC 5.431% 12/14/2032 REGS",0.03
,"AT&T INC 5.25% 03/12/2056",0.03
,"CHOICE PROPERTIES REAL ESTATE INVESTMENT TRUST 2.848% 05/21/2027",0.03
,"ROGERS COMMUNICATIONS INC 6.11% 08/25/2040",0.03
,"GREATER TORONTO ARPTS AUTH 1.54% 05/03/2028",0.03
,"BELL TELEPHONE CO OF CANADA OR BELL CANADA/THE 2.5% 05/14/2030",0.03
,"LOBLAW COS LTD 6.54% 02/17/2033 144A",0.03
,"BELL TELEPHONE CO OF CANADA OR BELL CANADA/THE 4.7% 11/15/2036",0.03
,"NOVA SCOTIA POWER INC 5.95% 07/27/2039",0.03
,"SASKATCHEWAN PROV CDA 4.1% 06/02/2036",0.03
,"GREATER TORONTO ARPTS AUTH 2.73% 04/03/2029",0.03
,"BROOKFIELD RENEWABLE PARTNERS ULC 5.84% 11/05/2036",0.03
,"FEDERATION DES CAISE DESJARDIN 5.279%/VAR 05/15/2034",0.03
,"NOVA SCOTIA PROVINCE CDA 3.9% 06/01/2036",0.03
,"ROYAL BANK OF CANADA 3.411%/VAR 06/12/2029",0.03
,"GIBSON ENERGY INC 2.85% 07/14/2027",0.03
,"WASTE CONNECTION INC 4.5% 06/14/2029",0.03
,"NEW BRUNSWICK PROVINCE CANADA 2.35% 08/14/2027",0.03
,"CI FINL CORP 6% 09/20/2027",0.03
,"NEWFOUNDLAND PROVINCE CDA 2.85% 06/02/2028",0.02
,"BRUCE POWER LP 4.7% 12/21/2027",0.02
,"VW CREDIT CANADA INC 5.86% 11/15/2027 REGS",0.02
,"TELUS CORPORATION 3.625% 03/01/2028",0.02
,"ELECTRICITE DE FRANCE 4.573% 02/06/2035",0.02
,"TRANSCANADA PIPELINES LTD 6.5% 12/09/2030",0.02
,"NATIONAL BANK OF CANADA 3.637%/VAR 10/07/2027",0.02
,"CT REAL ESTATE INVT TR 5.828% 06/14/2028",0.02
,"COASTAL GASLINK PIPELINE LP 5.187% 09/30/2034",0.02
,"407 INTERNATIONAL INC 4.22% 02/14/2028",0.02
,"NEW BRUNSWICK PROVINCE CANADA 3.1% 08/14/2028",0.02
,"ENBRIDGE GAS INC 4.15% 08/17/2032",0.02
,"NOVA SCOTIA PROVINCE CDA 1.1% 06/01/2028",0.02
,"NEW BRUNSWICK PROVINCE CANADA 3.8% 08/14/2045",0.02
,"DAIMLER TRUCKS FINANCE CANADA INC 2.46% 12/15/2026 REGS",0.02
,"HYDRO ONE INC 3.94% 08/25/2032",0.02
,"PEMBINA PIPELINE CORP 5.67% 01/12/2054",0.02
,"CU INC 4.085% 09/02/2044",0.02
,"CU INC 4.211% 10/29/2055",0.02
,"HYDRO ONE INC 4.89% 03/13/2037",0.02
,"BANK OF MONTREAL QUE 3.65% 04/01/2027",0.02
,"ROYAL BANK OF CANADA 4.612% 07/26/2027",0.02
,"CANADIAN IMPERIAL BK OF COMM 6.369%/VAR PERP",0.02
,"CHOICE PROPERTIES REAL ESTATE INVESTMENT TRUST 2.456% 11/30/2026",0.02
,"BANK OF MONTREAL QUE 3.539%/VAR 03/03/2032",0.02
,"EMERA INC 4.838% 05/02/2030",0.02
,"HONDA CDA FIN INC 5.73% 09/28/2028",0.02
,"ENBRIDGE GAS INC 2.88% 11/22/2027",0.02
,"NORTH WEST REDWATER PARTNERSHIP / NWR FINANCING CO LTD 3.75% 06/01/2051 REGS",0.02
