Ticker,HoldingName,WeightPct
,"QUEBEC PROVINCE CDA 4.25% 12/01/2043",0.11
,"BROOKFIELD INFRASTRUCTURE FINANCE ULC 4.526% 09/24/2035",0.11
,"PEMBINA PIPELINE CORP 5.22% 06/28/2033",0.11
,"QUEBEC PROVINCE CDA 3.6% 09/01/2033",0.11
,"CAPITAL PWR CORP 3.147% 10/01/2032",0.11
,"TELUS CORPORATION 5.75% 09/08/2033",0.11
,"KEYERA CORP 4.204% 04/15/2033",0.11
,"407 INTERNATIONAL INC 4.45% 08/14/2031 REGS",0.11
,"GENERAL MTRS FINL CDA LTD 5% 02/09/2029",0.11
,"METRO INC 5.97% 10/15/2035",0.11
,"BELL TELEPHONE CO OF CANADA OR BELL CANADA/THE 6.17% 02/26/2037",0.11
,"ALIMENTATION COUCHE-TARD INC 5.592% 09/25/2030",0.11
,"INTER PIPELINE LTD/AB 5.849% 05/18/2032",0.11
,"BRITISH COLUMBIA PROVINCE CDA 4.3% 06/18/2042",0.11
,"MANITOBA PROVINCE CDA 4.6% 09/05/2057",0.11
,"ALTAGAS LTD 5.141% 03/14/2034",0.11
,"SUNCOR ENERGY INC 2.95% 11/14/2027",0.11
,"KEYERA CORP 3.959% 05/29/2030",0.11
,"CNH INDUSTRIAL CAPITAL CANADA LTD 3.75% 06/05/2029",0.11
,"FORTIS INC 2.18% 05/15/2028",0.11
,"VIDEOTRON LTD 3.95% 10/15/2032",0.11
,"SASKATCHEWAN PROV CDA 3.3% 06/02/2048",0.11
,"ROGERS COMMUNICATIONS INC 4.4% 11/02/2028",0.10
,"TOYOTA CR CDA INC 5.16% 07/12/2028 REGS",0.10
,"NOVA SCOTIA PROVINCE CDA 4.75% 12/01/2054",0.10
,"SASKATCHEWAN PROV CDA 4.2% 12/02/2054",0.10
,"FAIRFAX FINANCIAL HLDGS LTD 4.73% 11/22/2034",0.10
,"BROOKFIELD INFRASTRUCTURE FINANCE ULC 4.193% 09/11/2028",0.10
,"BRITISH COLUMBIA PROVINCE CDA 3.55% 06/18/2033",0.10
,"FAIRFAX FINANCIAL HLDGS LTD 4.45% 08/14/2035",0.10
,"TRANSCANADA PIPELINES LTD 5.125%/VAR 08/20/2056",0.10
,"TORONTO DOMINION BANK 5.491% 09/08/2028",0.10
,"BROOKFIELD RENEWABLE PARTNERS ULC 5.88% 11/09/2032",0.10
,"SASKATCHEWAN PROV CDA 3.8% 06/02/2035",0.10
,"CAMECO CORP 2.95% 10/21/2027",0.10
,"NEXTERA ENERGY CAP HLDGS INC 3.83% 06/12/2030",0.10
,"COGECO COMMUNICATIONS INC 2.991% 09/22/2031",0.10
,"CANADIAN IMPERIAL BK OF COMM 5.3%/VAR 01/16/2034",0.10
,"MANITOBA PROVINCE CDA 2.05% 09/05/2052",0.10
,"VIDEOTRON LTD 4.5% 01/15/2030",0.10
,"ENMAX CORP 4.695% 10/09/2034",0.10
,"BROOKFIELD RENEWABLE PARTNERS ULC 3.63% 01/15/2027",0.10
,"ROYAL BANK OF CANADA 2.14%/VAR 11/03/2031",0.10
,"ENBRIDGE INC 4.73% 08/22/2034",0.10
,"SASKATCHEWAN PROV CDA 4.75% 06/01/2040",0.10
,"NATIONAL BANK OF CANADA 3.522%/VAR 07/17/2029",0.10
,"VW CREDIT CANADA INC 4.25% 02/18/2028 REGS",0.10
,"BELL TELEPHONE CO OF CANADA OR BELL CANADA/THE 6.1% 03/16/2035",0.10
,"QUEBEC PROVINCE CDA 3.65% 05/20/2032",0.10
,"SASKATCHEWAN PROV CDA 3.1% 06/02/2050",0.10
,"CHOICE PROPERTIES REAL ESTATE INVESTMENT TRUST 3.532% 06/11/2029",0.10
,"NOVA SCOTIA PROVINCE CDA 3.85% 06/01/2035",0.09
,"CANADIAN IMPERIAL BK OF COMM 5.898%/VAR 01/28/2086",0.09
,"CGI INC 4.147% 09/05/2029",0.09
,"MANITOBA PROVINCE CDA 3.7% 06/02/2035",0.09
,"BRITISH COLUMBIA PROVINCE CDA 4.15% 06/18/2034",0.09
,"TELUS CORPORATION 5.6% 09/09/2030",0.09
,"GILDAN ACTIVEWEAR INC 3.63% 03/13/2028",0.09
,"CHOICE PROPERTIES REAL ESTATE INVESTMENT TRUST 5.03% 02/28/2031",0.09
,"NOVA SCOTIA POWER INC 3.947% 04/17/2031",0.09
,"TERANET HLDGS LP 4.641% 03/07/2032",0.09
,"VW CREDIT CANADA INC 4.42% 08/20/2029",0.09
,"CAMECO CORP 4.94% 05/24/2031",0.09
,"NATIONAL BANK OF CANADA 3.441%/VAR 10/21/2031",0.09
,"PEMBINA PIPELINE CORP 5.02% 01/12/2032",0.09
,"ALBERTA PROVINCE CDA 3.45% 12/01/2043",0.09
,"NEW BRUNSWICK PROVINCE CANADA 4.8% 06/03/2041",0.09
,"TELUS CORPORATION 5% 09/13/2029",0.09
,"HYDRO-QUEBEC 6% 02/15/2040",0.09
,"COGECO COMMUNICATIONS INC 5.299% 02/16/2033",0.09
,"MANULIFE FINANCIAL CORP 5.409%/VAR 03/10/2033",0.09
,"LOBLAW COS LTD 6.15% 01/29/2035 144A REGS",0.09
,"ATKINSREALIS GROUP INC 4.411% 06/15/2031",0.09
,"BANK OF NOVA SCOTIA 2.95% 03/08/2027",0.09
,"TRANSCANADA TRUST 4.2%/VAR 03/04/2081",0.09
,"ENBRIDGE INC 8.495%/VAR 01/15/2084",0.09
,"CANADIAN IMPERIAL BK OF COMM 6.987%/VAR 07/28/2084",0.08
,"NEWFOUNDLAND PROVINCE CDA 4.1% 10/17/2054",0.08
,"ONTARIO POWER GENERATION INC 3.215% 04/08/2030",0.08
,"ROYAL BANK OF CANADA 4.464%/VAR 10/17/2035",0.08
,"NATIONAL BANK OF CANADA 7.5%/VAR 11/16/2082",0.08
,"ENBRIDGE INC 2.99% 10/03/2029",0.08
,"NOVA SCOTIA PROVINCE CDA 4.4% 06/01/2042",0.08
,"TRISUMMIT UTILITIES INC 4.26% 12/05/2028",0.08
,"ATKINSREALIS GROUP INC 4.756% 03/15/2033",0.08
,"CANADA GOVERNMENT OF 3.5% 12/01/2056",0.08
,"ENBRIDGE INC 2.82% 05/12/2031",0.08
,"NEWFOUNDLAND PROVINCE CDA 4% 06/02/2035",0.08
,"GIBSON ENERGY INC 4.45% 01/09/2034",0.08
,"NEW BRUNSWICK PROVINCE CANADA 3.95% 08/14/2032",0.08
,"QUEBEC PROVINCE CDA 4% 09/01/2036",0.08
,"GIBSON ENERGY INC 4.45% 11/12/2031",0.08
,"MANITOBA PROVINCE CDA 3.4% 09/05/2048",0.08
,"BROOKFIELD INFRASTRUCTURE FINANCE ULC 5.439% 04/25/2034",0.08
,"LOBLAW COS LTD 2.284% 05/07/2030",0.08
,"BELL TELEPHONE CO OF CANADA OR BELL CANADA/THE 7.3% 02/23/2032 144A",0.08
,"SUN LIFE FINL INC 4.56%/VAR 12/03/2040",0.08
,"FORD CREDIT CANADA CO CIE CREDIT FORD DU CANADA 4.819% 09/11/2028",0.08
,"NEW BRUNSWICK PROVINCE CANADA 5% 08/14/2054",0.08
,"GIBSON ENERGY INC 3.6% 09/17/2029",0.08
,"BANK OF NOVA SCOTIA 4.68% 02/01/2029",0.08
,"CHOICE PROPERTIES REAL ESTATE INVESTMENT TRUST 5.4% 03/01/2033",0.08
,"FORTIS INC 5.677% 11/08/2033",0.08
,"CANADIAN IMPERIAL BK OF COMM 6.369%/VAR 04/28/2085",0.08
,"CHOICE PROPERTIES REAL ESTATE INVESTMENT TRUST 4.178% 03/08/2028",0.08
,"ROYAL BANK OF CANADA 3.572%/VAR 12/09/2031",0.08
,"FINNING INTERNATIONAL INC 4.778% 02/13/2029",0.07
,"NOVA SCOTIA PROVINCE CDA 4.6% 12/01/2055",0.07
,"TERANET HLDGS LP 5.01% 03/07/2035",0.07
,"CANADIAN TIRE LTD 5.372% 09/16/2030",0.07
,"BROOKFIELD INFRASTRUCTURE FINANCE ULC 3.41% 10/09/2029",0.07
,"ALTAGAS LTD 2.477% 11/30/2030",0.07
,"ALBERTA PROVINCE CDA 3.95% 06/01/2035",0.07
,"ROGERS COMMUNICATIONS INC 3.25% 05/01/2029",0.07
,"ROYAL BANK OF CANADA 6.698%/VAR PERP",0.07
,"ENBRIDGE GAS INC 5.7% 10/06/2033",0.07
,"BANK OF MONTREAL QUE 4.077%/VAR 03/05/2035",0.07
,"ENBRIDGE INC 4.56% 02/25/2035",0.07
,"FORD CREDIT CANADA CO CIE CREDIT FORD DU CANADA 6.382% 11/10/2028",0.07
,"BANK OF NOVA SCOTIA 3.807%/VAR 11/15/2028",0.07
,"FAIRFAX FINANCIAL HLDGS LTD 4.23% 06/14/2029",0.07
,"ALBERTA PROVINCE CDA 2.9% 12/01/2028",0.07
,"ENBRIDGE INC 3.52% 02/22/2029",0.07
,"ONTARIO POWER GENERATION INC 3.315% 10/04/2027",0.07
,"ROYAL BANK OF CANADA 5.01%/VAR 02/01/2033",0.07
,"LOBLAW COS LTD 5.9% 01/18/2036",0.07
,"HYDRO ONE INC 2.23% 09/17/2031",0.07
,"VW CREDIT CANADA INC 4.49% 11/19/2029 REGS",0.07
,"INTER PIPELINE LTD/AB 5.76% 02/17/2028",0.07
,"BRUCE POWER LP 4.01% 06/21/2029",0.07
,"METRO INC 3.469% 02/25/2031",0.07
,"FORD CREDIT CANADA CO CIE CREDIT FORD DU CANADA 5.046% 01/09/2032",0.07
,"BELL TELEPHONE CO OF CANADA OR BELL CANADA/THE 4.4% 03/30/2033",0.07
,"BRUCE POWER LP 4.41% 12/21/2035",0.07
,"BANK OF AMERICA CORPORATION 2.598%/VAR 04/04/2029",0.07
,"QUEBEC PROVINCE CDA 6% 10/01/2029",0.07
,"BROOKFIELD INFRASTRUCTURE FINANCE ULC 5.98% 02/14/2033",0.07
,"FINNING INTERNATIONAL INC 4.231% 08/12/2031",0.07
,"EQUINIX CANADA FINANCING LTD 3.95% 05/15/2030",0.07
,"BROOKFIELD RENEWABLE PARTNERS ULC 5.292% 10/28/2033",0.07
,"SASKATCHEWAN PROV CDA 2.15% 06/02/2031",0.07
,"GRANITE REIT HLDGS LTD PRTNR 2.378% 12/18/2030",0.07
,"ALBERTA PROVINCE CDA 3.3% 12/01/2046",0.07
,"ALBERTA PROVINCE CDA 2.95% 06/01/2052",0.07
,"MANITOBA PROVINCE CDA 2.05% 06/02/2031",0.07
,"ONTARIO PROVINCE CDA 3.85% 12/02/2036",0.07
,"MANITOBA PROVINCE CDA 3.8% 06/02/2036",0.07
,"MANITOBA PROVINCE CDA 2.85% 09/05/2046",0.06
,"ALBERTA PROVINCE CDA 2.55% 06/01/2027",0.06
,"TORONTO DOMINION BANK 4.21% 06/01/2027",0.06
