TICKER,PORTFOLIO_MWEIGHT,POSITION,SECURITY_NAME,GICS_SECTOR_NAME,GICS_SECTOR_NAME_FR,COUNTRY,COUNTRY_FR,LAST_PRICE,VALUE,BTC Per Share,Shares Per BTC
"CIBC CASH USD",0.009999985,9805029.51,"CIBC DEPOSIT ACCOUNT USD","CASH (USD)","Espèces (USD)","United States",États-Unis,1,9805029.51,,
"SCOTIA CASH USD",0.495000008,485349703.5,"BNS DEPOSIT ACCOUNT USD","CASH (USD)","Espèces (USD)","United States",États-Unis,1,485349703.5,,
"NBF CASH USD",0.495000008,485349703.5,"NBF DEPOSIT ACCOUNT USD","CASH (USD)","Espèces (USD)","United States",États-Unis,1,485349703.5,,
