Ticker,HoldingName,WeightPct
8960,UNITED URBAN INV CORP,0.1
8985,JAPAN HOTEL REIT INVESTME,0.1
PHP,PRIMARY HEALTH PROPERTIES,0.1
1972,SWIRE PROPERTIES LTD,0.1
8984,DAIWA HOUSE REIT INVESTME,0.1
MOBN,MOBIMO HOLDING AG-REG,0.1
MINT,MAPLETREE INDUSTRIAL TRUS,0.1
3231,NOMURA REAL ESTATE HOLDIN,0.1
MLT,Mapletree Logistics Trust,0.1
COV,COVIVIO,0.1
CURB,CURBLINE PROPERTIES CORP,0.1
8963,INVINCIBLE INVESTMENT COR,0.1
PK,Park Hotels & Resorts Inc,0.1
CHP-U,CHOICE PROPERTIES REIT,0.1
CWK,CUSHMAN & WAKEFIELD LTD,0.1
SHC,SHAFTESBURY CAPITAL PLC,0.1
LINE,LINEAGE INC,0.1
FLT,FRASERS LOGISTICS & COMME,0.1
AKR,ACADIA REALTY TRUST,0.1
CIT,CITY DEVELOPMENT,0.1
DIR-U,DREAM INDUSTRIAL REAL EST,0.1
UE,URBAN EDGE PROPERTIES,0.1
DX,DYNEX CAPITAL INC,0.1
UTG,UNITE Group PLC/The,0.1
DRH,DIAMONDROCK HOSPITALITY,0.1
SRU-U,SMART CENTRES REAL ESTATE,0.1
HHH,HOWARD HUGHES CORP/THE,0.1
FCPT,FOUR CORNERS PROPERTY TRU,0.1
3269,ADVANCE RESIDENCE INVESTM,0.1
DLN,DERWENT LONDON PLC,0.1
MVNE,MIVNE REAL ESTATE KD LTD,0.1
IVT,INVENTRUST PROPERTIES COR,0.1
HGV,HILTON GRAND VACATIONS-WI,0.1
4,WHARF HOLDINGS LTD,0.1
,Hammerson PLC,0.1
3249,INDUSTRIAL & INFRASTRUCTU,0.1
FCT,FRASERS CENTREPOINT TRUST,0.1
TEG,TAG Immobilien AG,0.1
8955,JAPAN PRIME REALTY INVEST,0.1
JAN,JANUS LIVING INC CL-A,0.1
MPACT,MAPLETREE PAN ASIA COMMER,0.1
LTC,LTC PROPERTIES INC,0.1
OPEN,OPENDOOR TECHNOLOGIES INC,0.1
BXMT,BLACKSTONE MORTGAGE TRU-C,0.1
KREIT,KEPPEL REIT,0.1
3471,MITSUI FUDOSAN LOGISTICS,0.1
BYG,BIG YELLOW GROUP PLC,0.1
WIHL,WIHLBORGS FASTIGHETER AB,0.1
NMRK,NEWMARK GROUP INC-CLASS A,0.1
SHO,SUNSTONE HOTEL INVESTORS,0.1
CTPNV,CTP NV,0.1
SUN,SUNTEC REIT,0.1
PEB,PEBBLEBROOK HOTEL TRUST,0.1
3309,SEKISUI HOUSE REIT INC,0.1
SRE,SIRIUS REAL ESTATE LTD,0.1
,ARMOUR RESIDENTIAL REIT,0.1
RGN,REGION GROUP,0.1
CLAS,CAPITALAND ASCOTT TRUST,0.1
SVS,SAVILLS PLC,0.1
3279,ACTIVIA PROPERTIES INC,0.1
SMA,SMARTSTOP SELF STORAGE RE,0.1
HR-U,H&R REAL ESTATE INV-REIT,0.1
MPT,MEDICAL PROPERTIES TRUST,0.1
DHC,DIVERSIFIED HEALTHCARE TR,0.1
BXDC,BLACKSTONE DIGITAL INFRAS,0.1
NTST,NETSTREIT CORP,0.1
PMZ-U,PRIMARIS REIT,0.1
CATE,CATENA AB,0.1
PNDXB,PANDOX AB,0.1
GTY,GETTY REALTY CORP,0.1
BEI-U,BOARDWALK REAL ESTATE INV,0.1
GNL,GLOBAL NET LEASE INC,0.1
ALHE,ALONY HETZ PROPERTIES & I,0.1
DEI,Douglas Emmett Inc,0.1
AMOT,AMOT INVESTMENTS LTD,0.1
XHR,XENIA HOTELS & RESORTS IN,0.1
IIPR,INNOVATIVE INDUSTRIAL PRO,0.1
3226,NIPPON ACCOMMODATIONS FUN,0.1
8967,JAPAN LOGISTICS FUND INC,0.1
CLW,CHARTER HALL LONG WALE RE,0.1
AT1,Aroundtown SA,0.1
GPE,GREAT PORTLAND ESTATES PL,0.1
EFC,ELLINGTON FINANCIAL INC,0.1
SAFE,SAFESTORE HOLDINGS PLC,0.1
LUMO,LUMO KODIT OYJ,0.1
101,Hang Lung Properties Ltd,0.1
GRI,GRAINGER PLC,0.1
COL,INMOBILIARIA COLONIAL SOC,0.1
3466,LaSalle Logiport REIT,0.1
BWP,BWP TRUST,0.1
KMP-U,KILLAM APT REIT,0.1
MONT,MONTEA NV,0.1
RIT1,REIT 1 LTD,0.1
SUPR,SUPERMARKET INCOME REIT P,0.1
ECMPA,EUROCOMMERCIAL PROPERTIES,0.1
FABG,FABEGE AB,0.1
VGP,VGP,0.1
PREIT,PARKWAYLIFE REAL ESTATE,0.1
WALLB,WALLENSTAM AB-B SHS,0.1
RLJ,RLJ Lodging Trust,0.1
8876,Relo Group Inc,0.1
CQR,CHARTER HALL RETAIL REIT,0.1
3282,COMFORIA RESIDENTIAL REIT,0.1
CBL,CBL & ASSOCIATES PROPERTI,0.1
HDN,HOMECO DAILY NEEDS REIT,0.1
8964,FRONTIER REAL ESTATE INVE,0.1
DIMRI,YH DIMRI CONSTRUCT & DEVE,0.1
8956,NTT UD REIT INVESTMENT CO,0.1
FRMI,FERMI INC,0.1
8986,JAPAN RENTAL HOUSING INVE,0.1
UMH,UMH PROPERTIES INC,0.1
3234,MORI HILLS REIT INVESTMEN,0.1
683,Kerry Properties Ltd,0.1
ALTRA,ALTRA FASTIGHETER AB,0.1
8961,MORI TRUST SOGO REIT INC,0.1
CRR-U,CROMBIE REAL ESTATE INVES,0.1
ORC,ORCHID ISLAND CAPITAL INC,0.1
10,Hang Lung Group Ltd,0.1
MERY,MERCIALYS,0.1
14,HYSAN DEVELOPMENT CO,0.1
