Fund Holdings as of,"Sep 17, 2026"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency
"CDNS","CADENCE DESIGN SYSTEMS","Information Technology","Equity","488,107.42","0.14","488,107.42","1,243.00","392.68","United States","NASDAQ","CAD","0.71","USD"
"EOG","EOG RESOURCES","Energy","Equity","486,069.80","0.14","486,069.80","2,389.00","203.46","United States","New York Stock Exchange Inc.","CAD","0.71","USD"
"MSI","MOTOROLA SOLUTIONS INC","Information Technology","Equity","480,912.71","0.14","480,912.71","748.00","642.93","United States","New York Stock Exchange Inc.","CAD","0.71","USD"
"UPS","UNITED PARCEL SERVICE INC CLASS B","Industrials","Equity","473,827.57","0.14","473,827.57","3,382.00","140.10","United States","New York Stock Exchange Inc.","CAD","0.71","USD"
"ROST","ROSS STORES INC","Consumer Discretionary","Equity","470,209.63","0.14","470,209.63","1,465.00","320.96","United States","NASDAQ","CAD","0.71","USD"
"SHW","SHERWIN WILLIAMS","Materials","Equity","468,633.57","0.14","468,633.57","1,044.00","448.88","United States","New York Stock Exchange Inc.","CAD","0.71","USD"
"SNPS","SYNOPSYS","Information Technology","Equity","466,482.99","0.14","466,482.99","875.00","533.12","United States","NASDAQ","CAD","0.71","USD"
"DASH","DOORDASH CLASS A","Consumer Discretionary","Equity","465,871.74","0.14","465,871.74","1,712.00","272.12","United States","NASDAQ","CAD","0.71","USD"
"MAR","MARRIOTT INTERNATIONAL CLASS A","Consumer Discretionary","Equity","463,879.06","0.14","463,879.06","993.00","467.15","United States","NASDAQ","CAD","0.71","USD"
"TGT","TARGET CORP","Consumer Staples","Equity","463,858.43","0.14","463,858.43","2,075.00","223.54","United States","New York Stock Exchange Inc.","CAD","0.71","USD"
"CMI","CUMMINS INC","Industrials","Equity","458,685.70","0.13","458,685.70","626.00","732.72","United States","New York Stock Exchange Inc.","CAD","0.71","USD"
"CI","CIGNA","Health Care","Equity","456,284.39","0.13","456,284.39","1,182.00","386.02","United States","New York Stock Exchange Inc.","CAD","0.71","USD"
"USD","USD CASH","Cash and/or Derivatives","Cash","456,050.28","0.13","456,050.28","326,065.00","139.86","United States","-","CAD","0.71","USD"
"NSC","NORFOLK SOUTHERN CORP","Industrials","Equity","451,034.79","0.13","451,034.79","1,011.00","446.12","United States","New York Stock Exchange Inc.","CAD","0.71","USD"
"ORLY","OREILLY AUTOMOTIVE INC","Consumer Discretionary","Equity","449,992.00","0.13","449,992.00","3,790.00","118.73","United States","NASDAQ","CAD","0.71","USD"
"NOC","NORTHROP GRUMMAN CORP","Industrials","Equity","448,530.27","0.13","448,530.27","612.00","732.89","United States","New York Stock Exchange Inc.","CAD","0.71","USD"
"CL","COLGATE-PALMOLIVE","Consumer Staples","Equity","447,622.60","0.13","447,622.60","3,648.00","122.70","United States","New York Stock Exchange Inc.","CAD","0.71","USD"
"WBD","WARNER BROS. DISCOVERY SERIES A","Communication","Equity","441,744.25","0.13","441,744.25","11,184.00","39.50","United States","NASDAQ","CAD","0.71","USD"
"ITW","ILLINOIS TOOL INC","Industrials","Equity","441,500.38","0.13","441,500.38","1,180.00","374.15","United States","New York Stock Exchange Inc.","CAD","0.71","USD"
