Fund Holdings as of,"Sep 17, 2026"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency
"LLOY","LLOYDS BANKING GROUP PLC","Financials","Equity","852,772.71","0.34","852,772.71","406,976.00","2.10","United Kingdom","London Stock Exchange","CAD","0.54","GBP"
"8411","MIZUHO FINANCIAL GROUP","Financials","Equity","846,809.59","0.34","846,809.59","11,030.00","76.77","Japan","Tokyo Stock Exchange","CAD","111.35","JPY"
"005380","HYUNDAI MOTOR","Consumer Discretionary","Equity","843,335.39","0.34","843,335.39","2,295.00","367.47","Korea (South)","Korea Exchange (Stock Market)","CAD","987.85","KRW"
"CS","AXA SA","Financials","Equity","827,254.77","0.33","827,254.77","11,428.00","72.39","France","Nyse Euronext - Euronext Paris","CAD","0.62","EUR"
"IBE","IBERDROLA","Utilities","Equity","813,745.03","0.33","813,745.03","24,685.00","32.96","Spain","Bolsa De Madrid","CAD","0.62","EUR"
"MT","ARCELORMITTAL SA","Materials","Equity","811,464.75","0.33","811,464.75","7,707.00","105.29","France","Euronext Amsterdam","CAD","0.62","EUR"
"BMW","BMW","Consumer Discretionary","Equity","794,623.12","0.32","794,623.12","7,824.00","101.56","Germany","Xetra","CAD","0.62","EUR"
"ISP","INTESA SANPAOLO","Financials","Equity","788,627.25","0.32","788,627.25","72,043.00","10.95","Italy","Borsa Italiana","CAD","0.62","EUR"
"6981","MURATA MANUFACTURING","Information Technology","Equity","787,452.21","0.32","787,452.21","11,800.00","66.73","Japan","Tokyo Stock Exchange","CAD","111.35","JPY"
"ENEL","ENEL","Utilities","Equity","786,748.78","0.32","786,748.78","54,114.00","14.54","Italy","Borsa Italiana","CAD","0.62","EUR"
"6098","RECRUIT HOLDINGS LTD","Industrials","Equity","783,314.05","0.31","783,314.05","5,000.00","156.66","Japan","Tokyo Stock Exchange","CAD","111.35","JPY"
"BMO","BANK OF MONTREAL","Financials","Equity","776,908.56","0.31","776,908.56","3,194.00","243.24","Canada","Toronto Stock Exchange","CAD","1.00","CAD"
"CVE","CENOVUS ENERGY","Energy","Equity","776,188.36","0.31","776,188.36","16,859.00","46.04","Canada","Toronto Stock Exchange","CAD","1.00","CAD"
"NOKIA","NOKIA","Information Technology","Equity","775,500.22","0.31","775,500.22","52,187.00","14.86","Finland","Nasdaq Omx Helsinki Ltd.","CAD","0.62","EUR"
"CBA","COMMONWEALTH BANK OF AUSTRALIA","Financials","Equity","766,957.14","0.31","766,957.14","5,006.00","153.21","Australia","Asx - All Markets","CAD","1.01","AUD"
"NTR","NUTRIEN LTD","Materials","Equity","766,857.14","0.31","766,857.14","6,938.00","110.53","Canada","Toronto Stock Exchange","CAD","1.00","CAD"
"SU","SCHNEIDER ELECTRIC","Industrials","Equity","757,789.56","0.30","757,789.56","1,643.00","461.22","France","Nyse Euronext - Euronext Paris","CAD","0.62","EUR"
"9984","SOFTBANK GROUP","Communication","Equity","757,356.25","0.30","757,356.25","13,500.00","56.10","Japan","Tokyo Stock Exchange","CAD","111.35","JPY"
"STLAM","STELLANTIS","Consumer Discretionary","Equity","749,290.75","0.30","749,290.75","105,155.00","7.13","Italy","Borsa Italiana","CAD","0.62","EUR"
"AAL","ANGLO AMERICAN PLC","Materials","Equity","746,471.51","0.30","746,471.51","9,862.00","75.69","United Kingdom","London Stock Exchange","CAD","0.54","GBP"
"NWG","NATWEST GROUP PLC","Financials","Equity","737,052.06","0.30","737,052.06","55,368.00","13.31","United Kingdom","London Stock Exchange","CAD","0.54","GBP"
"ZURN","ZURICH INSURANCE GROUP AG","Financials","Equity","721,121.70","0.29","721,121.70","699.00","1,031.65","Switzerland","SIX Swiss Exchange","CAD","0.59","CHF"
"GLE","SOCIETE GENERALE SA","Financials","Equity","720,065.56","0.29","720,065.56","6,044.00","119.14","France","Nyse Euronext - Euronext Paris","CAD","0.62","EUR"
"1299","AIA GROUP","Financials","Equity","717,040.66","0.29","717,040.66","52,000.00","13.79","Hong Kong","Hong Kong Exchanges And Clearing Ltd","CAD","5.61","HKD"
"9433","KDDI","Communication","Equity","714,752.40","0.29","714,752.40","25,600.00","27.92","Japan","Tokyo Stock Exchange","CAD","111.35","JPY"
"STAN","STANDARD CHARTERED PLC","Financials","Equity","686,866.72","0.28","686,866.72","15,731.00","43.66","United Kingdom","London Stock Exchange","CAD","0.54","GBP"
"TSCO","TESCO PLC","Consumer Staples","Equity","672,493.03","0.27","672,493.03","74,817.00","8.99","United Kingdom","London Stock Exchange","CAD","0.54","GBP"
"MC","LVMH","Consumer Discretionary","Equity","671,628.55","0.27","671,628.55","1,014.00","662.35","France","Nyse Euronext - Euronext Paris","CAD","0.62","EUR"
"9432","NTT","Communication","Equity","659,196.15","0.26","659,196.15","407,800.00","1.62","Japan","Tokyo Stock Exchange","CAD","111.35","JPY"
"ABI","ANHEUSER-BUSCH INBEV SA","Consumer Staples","Equity","653,506.45","0.26","653,506.45","5,923.00","110.33","Belgium","Nyse Euronext - Euronext Brussels","CAD","0.62","EUR"
"NDA FI","NORDEA BANK","Financials","Equity","650,350.25","0.26","650,350.25","22,654.00","28.71","Finland","Nasdaq Omx Helsinki Ltd.","CAD","0.62","EUR"
"NOVO B","NOVO NORDISK CLASS B","Health Care","Equity","649,447.14","0.26","649,447.14","10,818.00","60.03","Denmark","Omx Nordic Exchange Copenhagen A/S","CAD","4.65","DKK"
"ANZ","ANZ GROUP HOLDINGS LTD","Financials","Equity","646,956.50","0.26","646,956.50","17,214.00","37.58","Australia","Asx - All Markets","CAD","1.01","AUD"
"8035","TOKYO ELECTRON","Information Technology","Equity","640,822.28","0.26","640,822.28","1,400.00","457.73","Japan","Tokyo Stock Exchange","CAD","111.35","JPY"
"AD","KONINKLIJKE AHOLD DELHAIZE","Consumer Staples","Equity","631,602.71","0.25","631,602.71","12,290.00","51.39","Netherlands","Euronext Amsterdam","CAD","0.62","EUR"
"CM","CANADIAN IMPERIAL BANK OF COMMERCE","Financials","Equity","626,657.00","0.25","626,657.00","3,940.00","159.05","Canada","Toronto Stock Exchange","CAD","1.00","CAD"
"WDS","WOODSIDE ENERGY GROUP LTD","Energy","Equity","618,532.39","0.25","618,532.39","18,853.00","32.81","Australia","Asx - All Markets","CAD","1.01","AUD"
"VOLV B","VOLVO CLASS B","Industrials","Equity","614,537.19","0.25","614,537.19","12,768.00","48.13","Sweden","Nasdaq Omx Nordic","CAD","7.02","SEK"
"O39","OVERSEA-CHINESE BANKING LTD","Financials","Equity","613,947.65","0.25","613,947.65","17,900.00","34.30","Singapore","Singapore Exchange","CAD","0.91","SGD"
"D05","DBS GROUP HOLDINGS LTD","Financials","Equity","610,467.16","0.25","610,467.16","7,236.00","84.36","Singapore","Singapore Exchange","CAD","0.91","SGD"
"8053","SUMITOMO","Industrials","Equity","602,941.23","0.24","602,941.23","36,400.00","16.56","Japan","Tokyo Stock Exchange","CAD","111.35","JPY"
"6503","MITSUBISHI ELECTRIC","Industrials","Equity","602,871.18","0.24","602,871.18","13,000.00","46.37","Japan","Tokyo Stock Exchange","CAD","111.35","JPY"
"AI","LAIR LIQUIDE SOCIETE ANONYME POUR","Materials","Equity","599,665.80","0.24","599,665.80","2,259.00","265.45","France","Nyse Euronext - Euronext Paris","CAD","0.62","EUR"
"8766","TOKIO MARINE HOLDINGS","Financials","Equity","596,153.85","0.24","596,153.85","8,000.00","74.52","Japan","Tokyo Stock Exchange","CAD","111.35","JPY"
"005490","POSCO","Materials","Equity","588,320.79","0.24","588,320.79","1,780.00","330.52","Korea (South)","Korea Exchange (Stock Market)","CAD","987.85","KRW"
"DBK","DEUTSCHE BANK AG","Financials","Equity","587,772.02","0.24","587,772.02","10,684.00","55.01","Germany","Xetra","CAD","0.62","EUR"
