Fund Holdings as of,"Sep 18, 2026"
 
Ticker,Name,Sector,Market Value,Weight (%),Notional Value,ISIN,Location of Risk,Exchange,Currency,FX Rate,Market Currency
"-","BXXGOLD09","-","797,904,416.72","99.74","-","-","-","-","CAD","0.71","U.S. Dollar"
 
