Fund Holdings as of,"Sep 17, 2026"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency
"ARGX","ARGENX","Health Care","Equity","48,598.41","0.16","48,598.41","35.00","1,394.42","Belgium","Nyse Euronext - Euronext Brussels","CAD","-","EUR"
"MQG","MACQUARIE GROUP LTD DEF","Financials","Equity","48,377.93","0.16","48,377.93","203.00","238.39","Australia","Asx - All Markets","CAD","-","AUD"
"4502","TAKEDA PHARMACEUTICAL","Health Care","Equity","47,888.23","0.16","47,888.23","897.00","53.40","Japan","Tokyo Stock Exchange","CAD","-","JPY"
"DG","VINCI SA","Industrials","Equity","47,743.17","0.15","47,743.17","263.00","181.37","France","Nyse Euronext - Euronext Paris","CAD","-","EUR"
"CSL","CSL","Health Care","Equity","47,327.10","0.15","47,327.10","268.00","176.63","Australia","Asx - All Markets","CAD","-","AUD"
"4063","SHIN ETSU CHEMICAL","Materials","Equity","47,186.97","0.15","47,186.97","912.00","51.74","Japan","Tokyo Stock Exchange","CAD","-","JPY"
"REL","RELX PLC","Industrials","Equity","46,940.78","0.15","46,940.78","978.00","48.00","United Kingdom","London Stock Exchange","CAD","-","GBP"
"DHL","DHL AG","Industrials","Equity","46,496.64","0.15","46,496.64","512.00","90.77","Germany","Xetra","CAD","-","EUR"
"7974","NINTENDO","Communication","Equity","46,370.66","0.15","46,370.66","609.00","76.11","Japan","Tokyo Stock Exchange","CAD","-","JPY"
"WES","WESFARMERS","Consumer Discretionary","Equity","45,819.44","0.15","45,819.44","632.00","72.48","Australia","Asx - All Markets","CAD","-","AUD"
"DB1","DEUTSCHE BOERSE AG","Financials","Equity","45,463.83","0.15","45,463.83","101.00","449.49","Germany","Xetra","CAD","-","EUR"
"9433","KDDI","Communication","Equity","45,170.68","0.15","45,170.68","1,618.00","27.92","Japan","Tokyo Stock Exchange","CAD","-","JPY"
"AAL","ANGLO AMERICAN PLC","Materials","Equity","44,690.85","0.14","44,690.85","590.00","75.69","United Kingdom","London Stock Exchange","CAD","-","GBP"
"1810","XIAOMI","Information Technology","Equity","44,329.67","0.14","44,329.67","9,513.00","4.66","China","Hong Kong Exchanges And Clearing Ltd","CAD","-","HKD"
"BAYN","BAYER AG","Health Care","Equity","43,098.41","0.14","43,098.41","547.00","78.78","Germany","Xetra","CAD","-","EUR"
"STAN","STANDARD CHARTERED PLC","Financials","Equity","42,886.36","0.14","42,886.36","982.00","43.66","United Kingdom","London Stock Exchange","CAD","-","GBP"
"RHM","RHEINMETALL AG","Industrials","Equity","42,522.65","0.14","42,522.65","26.00","1,632.50","Germany","Xetra","CAD","-","EUR"
"RMS","HERMES INTERNATIONAL","Consumer Discretionary","Equity","42,202.73","0.14","42,202.73","19.00","2,208.91","France","Nyse Euronext - Euronext Paris","CAD","-","EUR"
"009150","SAMSUNG ELECTRO MECHANICS LTD","Information Technology","Equity","42,022.72","0.14","42,022.72","31.00","1,346.36","Korea (South)","Korea Exchange (Stock Market)","CAD","-","KRW"
"GLE","SOCIETE GENERALE SA","Financials","Equity","41,978.57","0.14","41,978.57","352.00","119.14","France","Nyse Euronext - Euronext Paris","CAD","-","EUR"
"BHARTIARTL","BHARTI AIRTEL LTD","Communication","Equity","41,874.20","0.14","41,874.20","1,564.00","26.77","India","National Stock Exchange Of India","CAD","-","INR"
"VOLV B","VOLVO CLASS B","Industrials","Equity","41,617.86","0.13","41,617.86","865.00","48.13","Sweden","Nasdaq Omx Nordic","CAD","-","SEK"
"BAS","BASF N","Materials","Equity","41,588.89","0.13","41,588.89","494.00","84.13","Germany","Xetra","CAD","-","EUR"
"NOKIA","NOKIA","Information Technology","Equity","41,574.57","0.13","41,574.57","2,798.00","14.86","Finland","Nasdaq Omx Helsinki Ltd.","CAD","-","EUR"
"VALE3","CIA VALE DO RIO DOCE SH","Materials","Equity","41,225.26","0.13","41,225.26","2,040.00","20.21","Brazil","XBSP","CAD","-","BRL"
"CPG","COMPASS GROUP PLC","Consumer Discretionary","Equity","41,183.50","0.13","41,183.50","947.00","43.50","United Kingdom","London Stock Exchange","CAD","-","USD"
"2303","UNITED MICRO ELECTRONICS CORP","Information Technology","Equity","40,815.76","0.13","40,815.76","6,308.00","6.47","Taiwan","Taiwan Stock Exchange","CAD","-","TWD"
"CABK","CAIXABANK SA","Financials","Equity","40,586.23","0.13","40,586.23","1,943.00","20.89","Spain","Bolsa De Madrid","CAD","-","EUR"
"1120","AL RAJHI BANK","Financials","Equity","40,249.88","0.13","40,249.88","1,638.00","24.57","Saudi Arabia","Saudi Stock Exchange","CAD","-","SAR"
"ANG","ANGLOGOLD ASHANTI PLC","Materials","Equity","40,184.32","0.13","40,184.32","281.00","142.82","South Africa","Johannesburg Stock Exchange","CAD","-","ZAR"
"ATCO A","ATLAS COPCO CLASS A","Industrials","Equity","39,839.56","0.13","39,839.56","1,404.00","28.38","Sweden","Nasdaq Omx Nordic","CAD","-","SEK"
"3988","BANK OF CHINA LTD H","Financials","Equity","39,807.94","0.13","39,807.94","37,204.00","1.07","China","Hong Kong Exchanges And Clearing Ltd","CAD","-","HKD"
"ENI","ENI","Energy","Equity","39,152.36","0.13","39,152.36","1,012.00","38.70","Italy","Borsa Italiana","CAD","-","EUR"
"NU","NU HOLDINGS CLASS A","Financials","Equity","39,134.90","0.13","39,134.90","2,021.00","19.36","Brazil","New York Stock Exchange Inc.","CAD","-","USD"
"RACE","FERRARI","Consumer Discretionary","Equity","38,955.36","0.13","38,955.36","67.00","577.21","Italy","Borsa Italiana","CAD","-","EUR"
"ENGI","ENGIE SA","Utilities","Equity","38,605.09","0.13","38,605.09","991.00","38.96","France","Nyse Euronext - Euronext Paris","CAD","-","EUR"
"PRX","PROSUS NV CLASS N","Consumer Discretionary","Equity","38,505.61","0.12","38,505.61","670.00","57.50","Netherlands","Euronext Amsterdam","CAD","-","EUR"
"2914","JAPAN TOBACCO","Consumer Staples","Equity","38,040.01","0.12","38,040.01","612.00","62.11","Japan","Tokyo Stock Exchange","CAD","-","JPY"
